Account name;Customer ID;Campaign;Campaign ID;Campaign type;Currency code;Campaign start date;Campaign end date;Impr.;Clicks;Cost
CEE//HR//L//FFI//My everyday laundry sensation//Silan;864-284-3300;202307//Silan//Trinity//24h/7days long lasting freshness//Trueview//15 sec//CPM//W25-54;20321477751;In-stream video;EUR;3 Jul 2023;30 Oct 2023;0;0;0
CEE//HR//L//FFI//My everyday laundry sensation//Silan;864-284-3300;202307//Silan//Trinity//24h/7days long lasting freshness//Bumper//6 sec//CPM//W25-54;20321515917;In-stream video;EUR;3 Jul 2023;30 Oct 2023;0;0;0
CEE//HR//B//Hair Colorants//Syoss Color//Syoss Color;187-148-0162;OLV Syoss Oleo Intense Masterbrand 15s – OLV//Trueview 15sec;20333040602;In-stream video;EUR;3 Jul 2023;15 Oct 2023;0;0;0
CEE//HR//B//Hair Colorants//Syoss Color//Syoss Color;187-148-0162;Syoss Oleo Intense Masterbrand 6s – OLV//Bumper 6sec;20333055809;In-stream video;EUR;3 Jul 2023;15 Oct 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001210_HR_NFC_Cellular Concealer_AW_Jul23_Aug23_fullf_OMD_Bumper;20344276466;In-stream video;EUR;6 Jul 2023;31 Aug 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001210_HR_NFC_Cellular Concealer_AW_Jul23_Aug23_fullf_OMD_Preroll;20344311260;In-stream video;EUR;6 Jul 2023;31 Aug 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001210_HR_NFC_Cellular Concealer_CO_Jul23_Aug23_fullf_OMD_Preroll_Infl;20347107080;In-stream video;EUR;7 Jul 2023;31 Aug 2023;0;0;0
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202307//Tiling Pro//Ceresit//Etics//YTB;20372704239;In-stream video;EUR;18 Jul 2023;30 Nov 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000033_HR_NCR_Soft_AW_Jun23_Aug23_fullf_OMD_know_preroll_LE_influenceri;20428988389;In-stream video;EUR;4 Aug 2023;31 Aug 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001505_HR_NME_Luminous 630 Moisturizer_AW_Sep23_Nov23_fullf_OMD_Instream_F;20506402011;In-stream video;EUR;5 Sept 2023;26 Nov 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001505_HR_NME_Luminous 630 Moisturizer_AW_Sep23_Nov23_fullf_OMD_Instream_M;20511697868;In-stream video;EUR;5 Sept 2023;26 Nov 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001505_HR_NME_Luminous 630 Moisturizer_AW_Sep23_Nov23_fullf_OMD_Bumper_F;20511709358;In-stream video;EUR;5 Sept 2023;26 Nov 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001505_HR_NME_Luminous 630 Moisturizer_AW_Sep23_Nov23_fullf_OMD_Bumper_M;20511755693;In-stream video;EUR;5 Sept 2023;26 Nov 2023;0;0;0
CEE//HR//B//Hair Care//Gliss Care//Gliss;373-058-1715;202309//Gliss//Gliss Night Elixir Launch 2023//Trueview//15sec//CPM//W18-54;20523340033;In-stream video;EUR;4 Sept 2023;17 Dec 2023;0;0;0
CEE//HR//B//Hair Care//Gliss Care//Gliss;373-058-1715;202309//Gliss//Gliss Night Elixir Launch 2023//Bumper//6sec//CPM//W18-54;20523381259;In-stream video;EUR;4 Sept 2023;17 Dec 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000227_HR_NFC_Cellular Luminous 630_AW_Sep23_Dec23_fullf_OMD_Preroll_Old;20527374183;In-stream video;EUR;8 Sept 2023;31 Dec 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000227_HR_NFC_Cellular Luminous 630_AW_Sep23_Dec23_fullf_OMD_Bumper_Young;20527461255;In-stream video;EUR;8 Sept 2023;31 Dec 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000227_HR_NFC_Cellular Luminous 630_CO_Sep23_Dec23_fullf_OMD_Preroll_Old;20527701057;In-stream video;EUR;8 Sept 2023;31 Dec 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000227_HR_NFC_Cellular Luminous 630_AW_Sep23_Dec23_fullf_OMD_Bumper_Old;20533253258;In-stream video;EUR;8 Sept 2023;31 Dec 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000227_HR_NFC_Cellular Luminous 630_AW_Sep23_Dec23_fullf_OMD_Preroll_Young;20537079022;In-stream video;EUR;8 Sept 2023;31 Dec 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000227_HR_NFC_Cellular Luminous 630_CO_Sep23_Dec23_fullf_OMD_Preroll_Young;20537223799;In-stream video;EUR;8 Sept 2023;31 Dec 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000227_HR_NFC_Cellular Luminous 630_AW_Sep23_Dec23_fullf_OMD_Preroll_Old_influenceri;20557293273;In-stream video;EUR;18 Sept 2023;31 Dec 2023;0;0;0
CEE//HR//L//HDD Leading Premium//Perfect Cleanliness//Persil;284-348-0597;202310//Persil//Persil Right to Clean Clothes Purpose Activation//Persil Right to Clean Clothes Purpose Activation;20610663011;In-stream video;EUR;2 Oct 2023;12 Nov 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000033_HR_NCR_Soft_TR_Oct23_Nov23_fullf_OMD_Preroll;20616248364;In-stream video;EUR;5 Oct 2023;12 Nov 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000033_HR_NCR_Soft_AW_Oct23_Nov23_fullf_OMD_Bumper;20616258162;In-stream video;EUR;5 Oct 2023;12 Nov 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000046_HR_NME_Sensitive AS BalmLotionFluid_AW_Oct23_Nov23_fullf_OMD_Trueview;20618018090;In-stream video;EUR;4 Oct 2023;30 Nov 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000046_HR_NME_Sensitive AS BalmLotionFluid_AW_Oct23_Nov23_fullf_OMD_Bumper;20621496238;In-stream video;EUR;4 Oct 2023;30 Nov 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000033_HR_NCR_Soft_AW_Oct23_Nov23_fullf_OMD_Preroll;20622303809;In-stream video;EUR;5 Oct 2023;12 Nov 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001584_HR_NFC_Q10 Expert_AW_Oct23_Dec23_fullf_OMD_know_bumper;20636328228;In-stream video;EUR;10 Oct 2023;10 Dec 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000055_HR_NBD_Body Milk_AW_Oct23_Dec23_fullf_OMD_Preroll;20641738450;In-stream video;EUR;9 Oct 2023;10 Dec 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000055_HR_NBD_Body Milk_AW_Oct23_Dec23_fullf_OMD_Bumper;20642152501;In-stream video;EUR;9 Oct 2023;10 Dec 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001584_HR_NFC_Q10 Expert_AW_Oct23_Dec23_fullf_OMD_know_preroll;20645860750;In-stream video;EUR;10 Oct 2023;10 Dec 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001584_HR_NFC_Q10Expert_AW_Oct23_Dec23_fullf_OMD_KNOWprerollinfluenceri;20655730681;In-stream video;EUR;12 Oct 2023;10 Dec 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000142_HR_NFL_Micellair Core_AW_Oct23_Nov23_fullf_OMD_Preroll_Influenceri;20680320864;In-stream video;EUR;20 Oct 2023;26 Nov 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000142_HR_NFL_Micellair Core_AW_Oct23_Nov23_fullf_OMD_Preroll_F18-29;20686319993;In-stream video;EUR;20 Oct 2023;26 Nov 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000142_HR_NFL_Micellair Core_AW_Oct23_Nov23_fullf_OMD_Bumper_F18-29;20686333172;In-stream video;EUR;20 Oct 2023;26 Nov 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000142_HR_NFL_Micellair Core_AW_Oct23_Nov23_fullf_OMD_Bumper_F30-59;20687320529;In-stream video;EUR;20 Oct 2023;26 Nov 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000142_HR_NFL_Micellair Core_AW_Oct23_Nov23_fullf_OMD_Preroll_F30-59;20690627932;In-stream video;EUR;20 Oct 2023;26 Nov 2023;0;0;0
CEE//HR//L//ADW//Disburdening//Somat;611-267-3615;202310//Somat Excellence Gel//6sec//CPM//W25-54//Bumper 6sec;20692262820;In-stream video;EUR;23 Oct 2023;31 Dec 2023;0;0;0
CEE//HR//L//ADW//Disburdening//Somat;611-267-3615;202310//Somat Excellence Gel//15sec//CPM//W25-54//Trueview 15sec;20698263308;In-stream video;EUR;23 Oct 2023;31 Dec 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000161_HR_NFC_Cellular Expert Lift_AW_Oct23_Dec23_fullf_OMD_Bumper;20721467487;In-stream video;EUR;30 Oct 2023;31 Dec 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000454_HR_NCR_Blue Tin_AW_Nov23_Dec23_fullf_OMD_Preroll;20725949892;In-stream video;EUR;1 Nov 2023;31 Dec 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000161_HR_NFC_Cellular Expert Lift_AW_Oct23_Dec23_fullf_OMD_Trueview;20727662843;In-stream video;EUR;30 Oct 2023;31 Dec 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000454_HR_NCR_Blue Tin_CO_Nov23_Dec23_fullf_OMD_Bumper;20735975467;In-stream video;EUR;1 Nov 2023;31 Dec 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000033_HR_NCR_Soft_AW_Oct23_Nov23_fullf_OMD_Preroll_influenceri;20736234237;In-stream video;EUR;3 Nov 2023;12 Nov 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000717_HR_NIV_Promotion_AW_Nov23_Nov23_fullf_OMD_Reach_mix;20739488348;In-stream video;EUR;2 Nov 2023;30 Nov 2023;0;0;0
CEE//HR//B//Hair Colorants//Syoss Color//Syoss Color;187-148-0162;202310//Syoss Oleo Intense Masterbrand 6s – OLV//Bumper 6sec;20757780182;In-stream video;EUR;8 Nov 2023;31 Dec 2023;0;0;0
CEE//HR//B//Hair Colorants//Syoss Color//Syoss Color;187-148-0162;202310//OLV Syoss Oleo Intense Masterbrand 15s – OLV//Trueview 15sec;20761582954;In-stream video;EUR;8 Nov 2023;31 Dec 2023;0;0;0
CEE//HR//B//Hair Colorants//Syoss Color//Syoss Color;187-148-0162;202311//OLV Syoss Oleo Brow Tint 15s – OLV//Trueview 15sec;20765104316;In-stream video;EUR;10 Nov 2023;31 Dec 2023;0;0;0
CEE//HR//A//Tiling P​ro//Tiling Pro//Cere​sit;480-508-5682;202311//Tiling Pro//Ceresit//Etics//YTB;20768444304;In-stream video;EUR;15 Nov 2023;29 Nov 2023;0;0;0
CEE//HR//B//Hair Colorants//Syoss Color//Syoss Color;187-148-0162;202311//Syoss Oleo Intense Brow Tint 6s – OLV//Bumper 6sec;20768891983;In-stream video;EUR;10 Nov 2023;31 Dec 2023;0;0;0
CEE//HR//L//HDD Leading Premium//Perfect Cleanliness//Persil;284-348-0597;202310//Persil//Persil Right to Clean Clothes Purpose Activation//Persil Right to Clean Clothes Purpose Activation2;20774610472;In-stream video;EUR;13 Nov 2023;31 Dec 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000161_HR_NFC_Cellular Expert Lift_AW_Oct23_Dec23_fullf_OMD_Trueview_Influenceri;20781705757;In-stream video;EUR;15 Nov 2023;31 Dec 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001535_HR_NFL_Derma Skin Clear_AW_Nov23_Dec23_fullf_OMD_preroll;20794341320;In-stream video;EUR;21 Nov 2023;31 Dec 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001535_HR_NFL_Derma Skin Clear_AW_Nov23_Dec23_fullf_OMD_bumper;20794401047;In-stream video;EUR;21 Nov 2023;31 Dec 2023;0;0;0
CEE//HR//B//Hair Care//Schauma Family//Schauma;764-799-0958;202311//Schauma 7herbs/Bumper;20795259485;In-stream video;EUR;21 Nov 2023;31 Dec 2023;0;0;0
CEE//HR//B//Hair Care//Schauma Family//Schauma;764-799-0958;202311//Schauma 7herbs/Trueview;20799114871;In-stream video;EUR;21 Nov 2023;31 Dec 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001210_HR_NFC_Cellular Concealer_AW_Dec23_Dec23_fullf_OMD_Preroll;20826247884;In-stream video;EUR;4 Dec 2023;31 Dec 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001210_HR_NFC_Cellular Concealer_CO_Dec23_Dec23_fullf_OMD_Influenceri;20826631800;In-stream video;EUR;4 Dec 2023;31 Dec 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;Greška;20832601424;In-stream video;EUR;4 Dec 2023;31 Dec 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001210_HR_NFC_Cellular Concealer_AW_Dec23_Dec23_fullf_OMD_Bumper;20836409266;In-stream video;EUR;4 Dec 2023;31 Dec 2023;0;0;0
CEE//HR//B//Hair Colorants//Syoss Color//Syoss Color;187-148-0162;202312//Syoss_BL_IntenseHairNoGrey//OLV15sec//CPM//W25-54//Trueview;20868606678;In-stream video;EUR;18 Dec 2023;31 Dec 2023;0;0;0
CEE//HR//B//Hair Colorants//Syoss Color//Syoss Color;187-148-0162;202312//Syoss_BL_IntenseHairNoGrey//OLV6sec//CPM//W25-54//Bumper;20875171898;In-stream video;EUR;18 Dec 2023;31 Dec 2023;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000142_HR_NFL_MicellairCore_AW_Jan24_Mar24_fullf_OMD_Bumper;20896282956;In-stream video;EUR;1 Jan 2024;31 Mar 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;Greška 3;20896293330;In-stream video;EUR;1 Jan 2024;31 Mar 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000142_HR_NFL_MicellairCore_AW_Jan24_Mar24_fullf_OMD_Preroll;20906531959;In-stream video;EUR;1 Jan 2024;31 Mar 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000142_HR_NFL_MicellairCore_AW_Jan24_Mar24_fullf_OMD_PrerollInfluenceri;20906570341;In-stream video;EUR;1 Jan 2024;31 Mar 2024;0;0;0
CEE//HR//L//HDD Leading Premium//Perfect Cleanliness//Persil;284-348-0597;202401//Persil//Advanced 23//A23 Locker Room//video//Trueview;20913572787;In-stream video;EUR;8 Jan 2024;3 Mar 2024;0;0;0
CEE//HR//B//Hair Care//Gliss Care//Gliss;373-058-1715;202401//Gliss//Gliss Night Elixir Launch 2023//Launch Gliss Night Elixir 2023//video//Bumper;20913778683;In-stream video;EUR;8 Jan 2024;17 Mar 2024;0;0;0
CEE//HR//B//Hair Care//Gliss Care//Gliss;373-058-1715;202401//Gliss//Gliss Night Elixir Launch 2023//Launch Gliss Night Elixir 2023//video//TrueView;20920390013;In-stream video;EUR;8 Jan 2024;17 Mar 2024;0;0;0
CEE//HR//B//Hair Colorants//Syoss Color//Syoss Color;187-148-0162;202401//Syoss Color//Syoss Color Baseline Recut 2023//Syoss Color Baseline Recut//video//Trueview//BrowTint;20922819024;In-stream video;EUR;9 Jan 2024;3 Mar 2024;0;0;0
CEE//HR//B//Hair Colorants//Syoss Color//Syoss Color;187-148-0162;202401//Syoss Color//Syoss Color Baseline Recut 2023//Syoss Color Baseline Recut//video//Bumper//IntenseHairNoGrey;20922865149;In-stream video;EUR;9 Jan 2024;3 Mar 2024;0;0;0
CEE//HR//B//Hair Colorants//Syoss Color//Syoss Color;187-148-0162;202401//Syoss Color//Syoss Color Baseline Recut 2023//Syoss Color Baseline Recut//video//Bumper//Brow Tint;20929401074;In-stream video;EUR;9 Jan 2024;3 Mar 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000161_HR_NFC_CellularExpertLift_AW_Jan24_Mar24_fullf_OMD_Trueview;20930420101;In-stream video;EUR;8 Jan 2024;17 Mar 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000161_HR_NFC_CellularExpertLift_AW_Jan24_Mar24_fullf_OMD_Bumper;20930484856;In-stream video;EUR;8 Jan 2024;17 Mar 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000161_HR_NFC_CellularExpertLift_CO_Jan24_Mar24_fullf_OMD_TrueviewInfluenceri;20930488225;In-stream video;EUR;8 Jan 2024;17 Mar 2024;0;0;0
CEE//HR//B//Hair Colorants//Syoss Color//Syoss Color;187-148-0162;202401//Syoss Color//Syoss Color Baseline Recut 2023//Syoss Color Baseline Recut//video//Trueview//IntenseHairNoGrey;20932805959;In-stream video;EUR;9 Jan 2024;3 Mar 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000227_HR_NFC_CellularLuminous630_AW_Jan24_Apr24_fullf_OMD_BumperYoung;20966295018;In-stream video;EUR;29 Jan 2024;28 Apr 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000227_HR_NFC_CellularLuminous630_CO_Jan24_Apr24_fullf_OMD_PrerollYoung;20972762846;In-stream video;EUR;29 Jan 2024;28 Apr 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000227_HR_NFC_CellularLuminous630_AW_Jan24_Apr24_fullf_OMD_PrerollYoung;20976118546;In-stream video;EUR;29 Jan 2024;28 Apr 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;NIVEA 2024 - Greška;20976118726;In-stream video;EUR;29 Jan 2024;28 Apr 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000227_HR_NFC_CellularLuminous630_CO_Jan24_Apr24_fullf_OMD_PrerollOld;20976118732;In-stream video;EUR;29 Jan 2024;28 Apr 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000227_HR_NFC_CellularLuminous630_AW_Jan24_Apr24_fullf_OMD_PrerollOld;20976118780;In-stream video;EUR;29 Jan 2024;28 Apr 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000227_HR_NFC_CellularLuminous630_AW_Jan24_Apr24_fullf_OMD_BumperOld;20976118783;In-stream video;EUR;29 Jan 2024;28 Apr 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000227_HR_NFC_CellularLuminous630_AW_Jan24_Apr24_fullf_OMD_PrerollOldinfluenceri;20976715566;In-stream video;EUR;30 Jan 2024;28 Apr 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000158_HR_NDO_BW(unisex)_AW_Jan24_Mar24_fullf_OMD_Thruview;20981001596;In-stream video;EUR;29 Jan 2024;24 Mar 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000158_HR_NDO_BW(unisex)_AW_Jan24_Mar24_fullf_OMD_Bumper;20984350510;In-stream video;EUR;29 Jan 2024;24 Mar 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000454_HR_NCR_BlueTin_AW_Feb24_Mar24_fullf_OMD_TrueView;20984877048;In-stream video;EUR;2 Feb 2024;21 Mar 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000454_HR_NCR_BlueTin_CO_Feb24_Mar24_fullf_OMD_TrueView;20984903514;In-stream video;EUR;2 Feb 2024;21 Mar 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000454_HR_NCR_BlueTin_AW_Feb24_Mar24_fullf_OMD_Bumper;20991633065;In-stream video;EUR;2 Feb 2024;21 Mar 2024;0;0;0
CEE//HR//L//ADW//Disburdening//Somat;611-267-3615;KRIVO - OBRISANO;21015146382;In-stream video;EUR;14 Feb 2024;14 Apr 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000055_HR_NBD_BodyMilk_AW_Feb24_Apr24_fullf_OMD_Bumper;21021992391;In-stream video;EUR;16 Feb 2024;4 Apr 2024;0;0;0
CEE//HR//L//ADW//Disburdening//Somat;611-267-3615;202402//Somat//Magnifier_Additives//Additives RL 2022//video//Bumper;21025183807;In-stream video;EUR;14 Feb 2024;19 May 2024;0;0;0
CEE//HR//L//ADW//Disburdening//Somat;611-267-3615;202402//Somat//Magnifier_Additives//Additives RL 2022//video//Trueview;21025183861;In-stream video;EUR;14 Feb 2024;19 May 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000055_HR_NBD_BodyMilk_AW_Feb24_Apr24_fullf_OMD_Preroll;21032099983;In-stream video;EUR;16 Feb 2024;4 Apr 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001210_HR_NFC_CellularConcealer_AW_Feb24_Mar24_fullf_OMD_Preroll;21036060222;In-stream video;EUR;21 Feb 2024;31 Mar 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001210_HR_NFC_CellularConcealer_AW_Feb24_Mar24_fullf_OMD_Bumper;21042683168;In-stream video;EUR;21 Feb 2024;31 Mar 2024;0;0;0
CEE//HR//B//Hair Care//Schauma Family//Schauma;764-799-0958;202403//Schauma//Schauma Brand Relaunch 2022//Brand Relaunch Schauma 2022//video//Bumper;21070172139;In-stream video;EUR;5 Mar 2024;4 Apr 2024;0;0;0
CEE//HR//B//Hair Care//Schauma Family//Schauma;764-799-0958;202403//Schauma//Schauma Brand Relaunch 2022//Brand Relaunch Schauma 2022//video//Trueview;21077024768;In-stream video;EUR;5 Mar 2024;4 Apr 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001535_HR_NFL_DermaSkinClear_AW_Mar24_May24_fullf_OMD_preroll;21079178299;In-stream video;EUR;5 Mar 2024;19 May 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001535_HR_NFL_DermaSkinClear_AW_Mar24_May24_fullf_OMD_bumper;21079205929;In-stream video;EUR;5 Mar 2024;19 May 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000052_HR_NFC_CellularExpertFiller_AW_Mar24_May24_fullf_OMD_Trueview;21082374152;In-stream video;EUR;7 Mar 2024;12 May 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000052_HR_NFC_CellularExpertFiller_AW_Mar24_May24_fullf_OMD_Bumper;21082440947;In-stream video;EUR;7 Mar 2024;12 May 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001505_HR_NME_Luminous630Moisturizer_AW_Mar24_May24_fullf_OMD_Trueview;21085197531;In-stream video;EUR;11 Mar 2024;5 May 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001505_HR_NME_Luminous630Moisturizer_AW_Mar24_May24_fullf_OMD_Bumper;21085213608;In-stream video;EUR;11 Mar 2024;5 May 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;Ništa;21135507027;In-stream video;EUR;1 Apr 2024;14 Jul 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000085_HR_NSU_UVFace_AW_Apr24_Jul24_fullf_OMD_BumperBeauty;21135559575;In-stream video;EUR;1 Apr 2024;14 Jul 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001535_HR_NFL_DermaSkinClear_AW_Mar24_May24_fullf_OMD_influenceri;21139728938;In-stream video;EUR;28 Mar 2024;19 May 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000085_HR_NSU_UVFace_AW_Apr24_Jul24_fullf_OMD_TrueviewBeauty;21142405598;In-stream video;EUR;1 Apr 2024;14 Jul 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000085_HR_NSU_UVFace_CO_Apr24_Jul24_fullf_OMD_TrueviewBeauty;21142442804;In-stream video;EUR;1 Apr 2024;14 Jul 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000085_HR_NSU_UVFace_AW_Apr24_Jul24_fullf_OMD_TrueviewHealth;21145868815;In-stream video;EUR;1 Apr 2024;14 Jul 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000085_HR_NSU_UVFace_AW_Apr24_Jul24_fullf_OMD_BumperHealth;21145882492;In-stream video;EUR;1 Apr 2024;14 Jul 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000085_HR_NSU_UVFace_CO_Apr24_Jul24_fullf_OMD_TrueviewHealth;21145899118;In-stream video;EUR;1 Apr 2024;14 Jul 2024;0;0;0
CEE//HR//B//Hair Care//Schauma Family//Schauma;764-799-0958;202404//Schauma//Schauma Brand Relaunch 2022//Brand Relaunch Schauma 2022//video//Bumper;21153129321;In-stream video;EUR;5 Apr 2024;5 May 2024;0;0;0
CEE//HR//B//Hair Care//Schauma Family//Schauma;764-799-0958;202404//Schauma//Schauma Brand Relaunch 2022//Brand Relaunch Schauma 2022//video//Trueview;21160011980;In-stream video;EUR;5 Apr 2024;5 May 2024;0;0;0
CEE//HR//B//Hair Care//Gliss Care//Gliss;373-058-1715;202404//Gliss//Gliss Brand Support 2024 (SKMB)//Relaunch Gliss Shampoo 2024//video//TrueView;21163831566;In-stream video;EUR;9 Apr 2024;23 Jun 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;error;21168167279;In-stream video;EUR;8 Apr 2024;16 Jun 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000161_HR_NFC_CellularExpertLift_AW_Apr24_Jun24_fullf_OMD_Bumper Old;21170141696;In-stream video;EUR;9 Apr 2024;16 Jun 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000161_HR_NFC_CellularExpertLift_AW_Apr24_Jun24_fullf_OMD_Trueview Old;21170148164;In-stream video;EUR;9 Apr 2024;16 Jun 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000161_HR_NFC_CellularExpertLift_AW_Apr24_Jun24_fullf_OMD_Bumper Young;21170157242;In-stream video;EUR;9 Apr 2024;16 Jun 2024;0;0;0
