Campaign;Campaign ID;Campaign type;Campaign start date;Campaign end date;Impr.;Clicks;Cost
Saponia Ornel BIH Oct - Nov 2024 (YT) - CPM - Reach Mix 2.0;21806633880;In-stream video;15 Oct 2024;17 Nov 2024;0;0;0
Saponia Ornel SRB Oct - Nov 2024 (DN) - CPM;21817118389;Display;15 Oct 2024;17 Nov 2024;0;0;0
Saponia Likvi Štedi Prste December 2024 (YT) - CPM - Reach Mix 2.0;21957316202;In-stream video;1 Dec 2024;31 Dec 2024;0;0;0
Belupo B Fit Awareness May - June 2024 (YT) - Reach Mix 2.0 - CPM;21294433108;In-stream video;15 May 2024;20 Jun 2024;0;0;0
Saponia FAKS Gel May - June 2024 (YT) - CPM - Reach Mix 2.0;21319119829;In-stream video;22 May 2024;15 Jun 2024;0;0;0
Saponia Ornel SLO Oct - Nov 2024 (YT) - CPM - Reach Mix 2.0;21813106763;In-stream video;15 Oct 2024;17 Nov 2024;0;0;0
Pipi Nagradni natječaj Aug - Sep 2024 (DN) - CPM;21587282550;Display;16 Aug 2024;30 Sept 2024;0;0;0
Saponia Ornel CRO Feb 2025 (DN) - CPM;22262517732;Display;21 Feb 2025;25 Feb 2025;1,165,318;1,085;300
BIC Miss Soleil Jun - Aug 2025 (YT) - Reach Mix - CPM;22697168561;In-stream video;20 Jun 2025;15 Aug 2025;3,549,657;4,658;3800.51
Saponia Ornel SLO Oct - Nov 2024 (DN) - CPM;21806693715;Display;15 Oct 2024;17 Nov 2024;0;0;0
Pipi July - August 2024 (DN) - CPM;21469091675;Display;15 Jul 2024;31 Aug 2024;0;0;0
Škoda Superb May-Jun 2025 (YT) - CPM;22553114580;In-stream video;15 May 2025;15 Jun 2025;2,696,228;1,626;3299.48
Škoda Metlice Oct - Dec 2025 (PMAX) - CPA;23160594388;Performance Max;20 Oct 2025;7 Dec 2025;1,143,977;6,141;865.94
POR-Porsche-Cupra-Rosalia-Formentor-GDN-NoLink-traffic-TOP-GEN-cro-HR-14122023-24122023;20858297670;Display;14 Dec 2023;24 Dec 2023;0;0;0
YT-Cupra-Terramar_2025-view's-13012025-22012025;22113707264;In-stream video;13 Jan 2025;22 Jan 2025;462,930;193;824.96
Audi Metlice Oct - Dec 2025 (PMAX) - CPA;23172535645;Performance Max;22 Oct 2025;7 Dec 2025;414,359;1,511;691.61
Škoda Elroq Apr - May 2025 (YT) - Reach Mix - CPM;22470418028;In-stream video;22 Apr 2025;20 May 2025;5,823,256;5,516;4999.22
Škoda Kodiaq May-Jun 2025 (DG) - CPC;22562758033;Demand Gen;15 May 2025;15 Jun 2025;2,198,270;34,815;1199.95
Škoda Kodiaq PHEV August 2025 (DG) - CPC;22836207357;Demand Gen;1 Aug 2025;31 Aug 2025;2,480,706;30,275;1199.8
POR-Porsche-Cupra-Leon-GVideo-NoLink-reach-TOP-GEN-cro-HR-24032023-30032023;19876328072;In-stream video;24 Mar 2023;30 Mar 2023;0;0;0
POR-Porsche-PostProdaja-Audi-Proljetna-GDN-NoLink-traffic-TOP-GEN-cro-HR-27032023-12052023;19877471735;Display;27 Mar 2023;12 May 2023;0;0;0
Škoda Zupčasti remen Oct - Dec 2025 (PMAX) - CPA;23196338093;Performance Max;28 Oct 2025;14 Dec 2025;865,991;20,072;2411.44
Škoda Akumulator Nov - Dec 2025 (PMAX) - CPA;23247325415;Performance Max;10 Nov 2025;30 Dec 2025;2,350,719;14,285;1937.54
GVideo/YouTube - Audi Edition 10 - Reach - 22012024-11022024;20958126667;In-stream video;22 Jan 2024;11 Feb 2024;0;0;0
Finish - Finish & Bosch February - March 2023 (YT) - TrueView for Reach - CPM - 30 sec;19663668472;In-stream video;9 Feb 2023;31 Mar 2023;0;0;0
Finish PIP Mar - May 2024 (YT) - TrueView -  CPV;21076576549;In-stream video;4 Mar 2024;31 May 2024;0;0;0
POR-Porsche-Škoda-Brand_kampanja-GDN-NoLink-traffic-BOT-RTG-cro-HR-07072023-13072023 - RMKT;20324716243;Display;7 Jul 2023;13 Jul 2023;0;0;0
GDN-Porsche-Škoda-Leasing rate-Kamiq-17062024-17072024 #2;21389866689;Display;19 Jun 2024;17 Jul 2024;0;0;0
GDN-Porsche-Škoda-Leasing rate-Karoq-17062024-17072024 #3;21403363651;Display;20 Jun 2024;17 Jul 2024;0;0;0
GDN-Cupra-Formentor_2024-reach-05072024-25082024;21442163015;Display;5 Jul 2024;30 Sept 2024;0;0;0
Cupra Formentor PHEV - Mar-Apr 2025 (PMAX) - CPA;22359900703;Performance Max;21 Mar 2025;13 Apr 2025;4,431,828;15,340;1888.77
Volkswagen PHEV Sep - Oct 2025 (YT) - CPM;23005360310;In-stream video;11 Sept 2025;31 Oct 2025;1,304,925;1,438;1600.59
TEST;21126929895;Display;26 Mar 2024;26 Mar 2024;0;0;0
GDN - VW - Amarok Style plus - Traffic - 14062024-27062024;21377304471;Display;14 Jun 2024;28 Jun 2024;0;0;0
GDN-Porsche-Škoda-Leasing rate-Kamiq-17062024-17072024 #3;21399279584;Display;20 Jun 2024;17 Jul 2024;0;0;0
Škoda Kodiaq PHEV August 2025 (YT) - CPM;22845894406;In-stream video;1 Aug 2025;31 Aug 2025;2,444,514;2,301;2300.47
GDN - Cupra Ateca Tribe - Reach - 07062024 - 21062024 #2;21366013864;Display;7 Jun 2024;21 Jun 2024;0;0;0
Cupra Terramar Oct 2025 (YT) - Efficient reach;23155724081;In-stream video;20 Oct 2025;13 Nov 2025;4,407,967;3,594;5598.25
GDN - Golf 2nd flight - reach - 16092024-29092024;21701175083;Display;16 Sept 2024;30 Sept 2024;0;0;0
POR-Porsche-PostProdaja-VW-Proljetna-GDN-NoLink-traffic-TOP-GEN-cro-HR-27032023-12052023;19878021832;Display;27 Mar 2023;12 May 2023;0;0;0
POR-PostProdaja-Volkswagen-Zimska-GDN-NoLink-traffic-TOP-GEN-cro-HR-23102023-17122023;20681174601;Display;23 Oct 2023;17 Dec 2023;0;0;0
POR-PostProdaja-Audi-Zimska-GDN-NoLink-traffic-TOP-GEN-cro-HR-23102023-17122023;20681208660;Display;23 Oct 2023;17 Dec 2023;0;0;0
GDN - Audi Edition 10 - Traffic - 22012024-11022024;20954746049;Display;22 Jan 2024;11 Feb 2024;0;0;0
Škoda Superb PHEV August 2025 (YT) - CPM;22845574717;In-stream video;1 Aug 2025;31 Aug 2025;4,285,673;5,396;4800.33
POR-Porsche-Cupra-Born-GVideo-NoLink-views-TOP-GEN-cro-HR-21112023-30112023;20798003485;In-stream video;21 Nov 2023;30 Nov 2023;0;0;0
GDN - VW - Passat Launch - Reach - 11062024-24062024;21362819987;Display;11 Jun 2024;24 Jun 2024;0;0;0
Volkswagen Akumulator Nov - Dec 2025 (DG) - CPC;23242081674;Demand Gen;10 Nov 2025;30 Dec 2025;3,419,071;60,828;1845.98
Youtube/Gvideo Audio - Seat Ibiza - Reach - 18022024-31032024;21104932491;In-stream video;18 Mar 2024;31 Mar 2024;0;0;0
GDN - Audi - Proljetna - 02042024-28042024;21142269005;Display;2 Apr 2024;28 Apr 2024;0;0;0
Audi Servisni paketi -  Metlice Apr - May 2025 (DG) - CPC;22400779105;Demand Gen;1 Apr 2025;9 May 2025;1,237,856;30,936;960.19
Audi Metlice Oct - Dec 2025 (DG) - CPC;23172640507;Demand Gen;22 Oct 2025;31 Dec 2025;617,264;24,109;769.69
Finish Additives Jun - Jul 2024 (YT) - TrueView - CPV;21333787622;In-stream video;3 Jun 2024;31 Jul 2024;0;0;0
POR-Porsche-Škoda-Enyaq-GVideo-NoLink-views-TOP-GEN-cro-HR-17052023-01062023;20158176190;In-stream video;17 May 2023;1 Jun 2023;0;0;0
GDN-Cupra-Formentor_2024-traffic-RMKT-05072024-30092024;21448152140;Display;8 Jul 2024;30 Sept 2024;0;0;0
Reach Mix Greška;22425377992;In-stream video;8 Apr 2025;25 May 2025;0;0;0
Seat Ibiza&Arona Hola Jan-Feb 2026 (YT) - Efficient reach;23472324931;In-stream video;17 Jan 2026;15 Feb 2026;0;0;0
GDN - Akcija Poticaji - Traffic - 16032024-29032024;21104793971;Display;16 Mar 2024;29 Mar 2024;0;0;0
Audi Servisni paketi -  Ulje Apr - May 2025 (PMAX) - CPA;22418928669;Performance Max;9 Apr 2025;9 May 2025;1,263,963;9,573;1387.34
Audi Zupčasti remen Oct - Dec 2025 (DG) - CPC;23178401984;Demand Gen;27 Oct 2025;31 Dec 2025;3,100,777;56,206;2155.23
Finish - Finish & Bosch February - March 2023 (YT) - TrueView for Reach - CPM - 10 sec;19656298743;In-stream video;9 Feb 2023;31 Mar 2023;0;0;0
Finish PIP Oct - Dec 2024 (YT) - TrueView -  CPV;21812779405;In-stream video;14 Oct 2024;8 Dec 2024;0;0;0
GDN - Škoda - Poticaji - Traffic - 26032024-08042024;21133344649;Display;26 Mar 2024;8 Apr 2024;0;0;0
YT - Škoda - Novi Kodiaq - View's - 06062024-26062024;21357995664;In-stream video;7 Jun 2024;16 Jun 2024;0;0;0
GDN - Golf 1st flight - reach - 05072024-18072024;21452948626;Display;8 Jul 2024;18 Jul 2024;0;0;0
Seat Metlice Oct - Dec 2025 (PMAX) - CPA;23146691471;Performance Max;20 Oct 2025;7 Dec 2025;1,317,773;3,818;578.6
YT - Audi Facelift A3 - Sportback - Reach - 2024;21370667462;In-stream video;10 Jun 2024;30 Jun 2024;0;0;0
Audi Gume Oct - Dec 2025 (PMAX) - CPA;23147040878;Performance Max;20 Oct 2025;7 Dec 2025;2,444,063;14,348;2486.25
POR-Porsche-Škoda-Brand_kampanja-GDN-NoLink-traffic-TOP-GEN-cro-HR-27062023-13072023;20317209593;Display;27 Jun 2023;13 Jul 2023;0;0;0
Gvideo/YouTube - AE Boost - Video views - 29022024-09032024;21063289154;In-stream video;29 Feb 2024;9 Mar 2024;0;0;0
POR-Porsche-Cupra-Formentor-GDN-NoLink-traffic-TOP-GEN-cro-HR-04042023-13042023 - rmkt;19928463080;Display;4 Apr 2023;13 Apr 2023;0;0;0
POR-Porsche-Seat-Enyaq-GDN-NoLink-traffic-TOP-GEN-cro-HR-17052023-01062023;20152212859;Display;17 May 2023;1 Jun 2023;0;0;0
POR-Porsche-PostProdaja-Skoda-Proljetna-GDN-NoLink-traffic-TOP-GEN-cro-HR-27032023-12052023;19890916928;Display;27 Mar 2023;12 May 2023;0;0;0
Display-1;20749386953;Display;6 Nov 2023;7 Nov 2023;0;0;0
YT - Audi Facelift A3 - Limuzina - Reach - 2024;21374779603;In-stream video;10 Jun 2024;30 Jun 2024;0;0;0
Finish PIP October - December 2023 (YT) - Non skippable - CPM;20592933581;In-stream video;16 Oct 2023;10 Dec 2023;0;0;0
Finish Additives Jan - Mar 2024 (DN) - CPC;20944941324;Display;29 Jan 2024;31 Mar 2024;0;0;0
Finish PIP Mar - May 2024 (YT) - Non skippable - CPM;21066625629;In-stream video;4 Mar 2024;31 May 2024;0;0;0
VWG - ID.BUZZ - YOUTUBE - 03/23;19768159413;In-stream video;10 Mar 2023;21 Mar 2023;0;0;0
POR-Porsche-Škoda-Škoda_Poticaji_B-GDN-NoLink-traffic-TOP-GEN-cro-HR-22112023-03122023;20802112453;Display;22 Nov 2023;3 Dec 2023;0;0;0
GDN-Porsche-Škoda-Leasing rate-Scala-17062024-17072024;21388670836;Display;17 Jun 2024;17 Jul 2024;0;0;0
Škoda Gume Mar - Apr 2025 (PMAX) - CPA;22354172118;Performance Max;24 Mar 2025;21 Apr 2025;1,109,168;26,742;2310.17
Škoda Gume Mar - Apr 2025 (DG) - CPC;22364219038;Demand Gen;24 Mar 2025;21 Apr 2025;3,106,504;51,879;1398.91
Škoda Gume Oct - Dec 2025 (DG) - CPC;23155974167;Demand Gen;20 Oct 2025;7 Dec 2025;3,610,977;47,568;1819.37
Cupra Terramar Oct 2025 (DN) - CPM;23160674803;Display;20 Oct 2025;13 Nov 2025;6,591,148;3,942;1999.4
POR-Porsche-Volkswagen-Lager_akcija-GVideo-NoLink-views-TOP-GEN-cro-HR-05092023-15092023;20516848512;In-stream video;5 Sept 2023;15 Sept 2023;0;0;0
Volkswagen Tayron - April/May 2025 (YT) - Reach Mix - CPM;22415374749;In-stream video;8 Apr 2025;25 May 2025;4,001,008;3,232;4100.6
Volkswagen PHEV Jun-Aug 2025 (DG) - CPC;22719192229;Demand Gen;26 Jun 2025;31 Aug 2025;10,829,245;143,701;2942.2
Volkswagen Zupčasti remen Oct - Dec 2025 (PMAX) - CPA;23190909996;Performance Max;28 Oct 2025;14 Dec 2025;852,604;16,761;3375.79
POR-Porsche-Seat-SUVs-GDN-NoLink-traffic-BOT-RTG-cro-HR-07062023-18062023 - rmkt;20257851724;Display;7 Jun 2023;18 Jun 2023;0;0;0
Seat Ulje Apr - May 2025 (DG) - CPC;22379063754;Demand Gen;9 Apr 2025;9 May 2025;1,228,096;16,886;503.99
POR-Porsche-Seat-GoogleFeb-Oct-GDN-seatHR-traffic-TOP-GEN-cro-HR-08022023-31102023_postprodaja;19757970656;Display;3 Mar 2023;31 Oct 2023;0;0;0
Finish PIP Oct - Dec 2024 (YT) - Non skippable - CPM;21812779402;In-stream video;14 Oct 2024;8 Dec 2024;0;0;0
GDN - AE Boost - Traffic - 26022024-06032024;21053835743;Display;26 Feb 2024;6 Mar 2024;0;0;0
GDN-Porsche-Škoda-Leasing rate-Scala-17062024-17072024 #2;21389866464;Display;19 Jun 2024;17 Jul 2024;0;0;0
Škoda Kodiaq May-Jun 2025 (YT) - CPM;22559093276;In-stream video;15 May 2025;15 Jun 2025;2,723,606;1,693;3299.62
Škoda Octavia Dec 2025 (YT) - Efficient Reach - CPM;23358399088;In-stream video;11 Dec 2025;23 Dec 2025;1,990,282;1,819;2499.03
Cupra Formentor PHEV - May - Jun 2025 (DG) - CPC;22586352378;Demand Gen;23 May 2025;13 Jun 2025;6,244,644;113,248;3149.87
Volkswagen Gume Oct - Dec 2025 (DG) - CPC;23160958240;Demand Gen;20 Oct 2025;7 Dec 2025;5,165,641;71,736;2889.88
Volkswagen Metlice Oct - Dec 2025 (PMAX) - CPA;23161207339;Performance Max;20 Oct 2025;7 Dec 2025;609,377;11,723;1384.29
Finish Reckitt PIP Oct 2025 (DN) - CPM;23141071884;Display;17 Oct 2025;31 Oct 2025;6,507,675;4,456;2499.82
POR-Porsche-Volkswagen-Amarok-GVideo-NoLink-views-TOP-GEN-cro-HR-26062023-09072023;20307735750;In-stream video;26 Jun 2023;9 Jul 2023;0;0;0
POR-Porsche-Volkswagen-Amarok-GDN-NoLink-traffic-TOP-GEN-cro-HR-26062023-09072023;20317274533;Display;26 Jun 2023;9 Jul 2023;0;0;0
GDN-Porsche-Škoda-Leasing rate-Kamiq-17062024-17072024;21378149646;Display;14 Jun 2024;17 Jul 2024;0;0;0
GDN-Porsche-Škoda-Leasing rate-Karoq-17062024-17072024 #2;21396199895;Display;19 Jun 2024;17 Jul 2024;0;0;0
YT-Cupra-Terramar_2025-view's-13012025-22012025;22107423483;In-stream video;10 Jan 2025;22 Jan 2025;0;0;0
POR-Porsche-Volkswagen-id.3-GVideo-NoLink-views-TOP-GEN-cro-HR-18092023-28092023;20563347530;In-stream video;18 Sept 2023;28 Sept 2023;0;0;0
Volkswagen Tayron - April/May 2025 (PMAX) - CPA;22421702528;Performance Max;8 Apr 2025;25 May 2025;1,283,721;21,639;2591.78
Seat Akumulator Nov - Dec 2025 (DG) - CPC;23231650544;Demand Gen;10 Nov 2025;30 Dec 2025;1,819,774;24,993;770.6
Audi Q3 Nov - Dec 2025 - (YT)  Efficient reach - CPM;23227314390;In-stream video;7 Nov 2025;30 Nov 2025;3,792,498;3,271;4998.53
GDN - Škoda - Novi Kodiaq - Traffic - 06062024-26062024;21354766779;Display;6 Jun 2024;26 Jun 2024;0;0;0
GDN-Porsche-Škoda-Leasing rate-Scala-17062024-17072024 #3;21403363813;Display;20 Jun 2024;17 Jul 2024;0;0;0
POR-Porsche-Cupra-Formentor-GDN-NoLink-traffic-TOP-GEN-cro-HR-24032023-09042023;19868379723;Display;24 Mar 2023;9 Apr 2023;0;0;0
GDN - Cupra Ateca Tribe - Reach - 07062024 - 21062024;21366004456;Display;7 Jun 2024;21 Jun 2024;0;0;0
YT - Cupra Terramar 2024 - View's - 31102024-24112024;21874551119;In-stream video;4 Nov 2024;24 Nov 2024;0;0;0
POR-Porsche-Volkswagen-Tiguan_Allspace-GDN-NoLink-traffic-BOT-RTG-cro-HR-16062023-29062023 - rmkt;20248827354;Display;16 Jun 2023;29 Jun 2023;0;0;0
Volkswagen AE Boost March 2025 (DG) - CPC;22296172251;Demand Gen;5 Mar 2025;30 Mar 2025;2,176,124;42,603;1100.53
Greška;22421856224;Performance Max;8 Apr 2025;25 Jun 2025;0;0;0
Volkswagen Zupčasti remen Oct - Dec 2025 (DG) - CPC;23200358572;Demand Gen;28 Oct 2025;31 Dec 2025;4,937,809;94,174;3330.62
POR-Porsche-Seat-SUV_4_zimske_gume-GDN-NoLink-traffic-TOP-GEN-cro-HR-29092023-28092023;20596126445;Display;29 Sept 2023;15 Oct 2023;0;0;0
GDN - Seat Ibiza - Reach - 18032024-31032024;21110997080;Display;18 Mar 2024;31 Mar 2024;0;0;0
POR-Porsche-VW-GoogleFeb-Oct-GDN-vwhr-traffic-TOP-GEN-cro-HR-08022023-31102023_postprodaja;19757970647;Display;3 Mar 2023;31 Oct 2023;0;0;0
POR-Porsche-PostProdaja-Seat-Proljetna-GDN-NoLink-traffic-TOP-GEN-cro-HR-27032023-12052023;19897707323;Display;28 Mar 2023;12 May 2023;0;0;0
POR-Porsche-Audi-branded_video_kampanja-GVideo-NoLink-views-TOP-GEN-cro-HR-01122023-24122023;20814515928;In-stream video;1 Dec 2023;24 Dec 2023;0;0;0
1;21812743822;In-stream video;14 Oct 2024;8 Dec 2024;0;0;0
Škoda 130 godina Nov - Dec 2025 (YT) Efficient reach - CPM;23236016321;In-stream video;7 Nov 2025;7 Dec 2025;3,561,582;2,756;4244.6
POR-Porsche-Cupra-Rosalia-Formentor-GVideo-NoLink-reach-TOP-GEN-cro-HR-14122023-24122023;20887226344;In-stream video;21 Dec 2023;24 Dec 2023;0;0;0
GDN-Cupra-Terramar_2025-traffic-13012025-31012025;22117372783;Display;13 Jan 2025;31 Jan 2025;5,782,854;32,333;4402.16
Volkswagen Servisni paketi - Metlice Apr - May 2025 (DG) - CPC;22391036373;Demand Gen;1 Apr 2025;9 May 2025;3,034,699;36,247;1199.77
Volkswagen Tayron - April/May 2025 (DG) - CPC;22414635975;Demand Gen;8 Apr 2025;25 May 2025;7,404,091;96,496;2950.33
Audi Akumulator Nov - Dec 2025 (DG) - CPC;23228911139;Demand Gen;10 Nov 2025;30 Dec 2025;1,657,594;29,498;923.78
Finish Additives Jan - Mar 2024 (DN) - CPM;20943442771;Display;15 Jan 2024;31 Mar 2024;0;0;0
Škoda Superb PHEV August 2025 (DG) - CPC;22841776748;Demand Gen;1 Aug 2025;31 Aug 2025;6,422,716;71,708;2949.93
YT-Cupra-Formentor_2024-views-26082024-15092024;21628033350;In-stream video;26 Aug 2024;15 Sept 2024;0;0;0
GDN-Cupra-Formentor_nastavak_2024-reach-09122024-27122024 RMKT;22000201893;Display;9 Dec 2024;27 Dec 2024;0;0;0
Volkswagen Gume Mar - Apr 2025 (PMAX) - CPA;22364219464;Performance Max;24 Mar 2025;21 Apr 2025;1,183,398;18,562;2719.9
Volkswagen Akumulator Nov - Dec 2025 (PMAX) - CPA;23247133613;Performance Max;10 Nov 2025;30 Dec 2025;1,188,329;19,788;3087.18
POR-Porsche-Seat-SUVs-GDN-NoLink-traffic-TOP-GEN-cro-HR-01062023-18062023;20174565291;Display;1 Jun 2023;18 Jun 2023;0;0;0
Finish Reckitt PIP Oct 2025 (YT) - CPV;23156802396;In-stream video;21 Oct 2025;31 Oct 2025;754,044;894;2999.93
GDN-Porsche-Škoda-Leasing rate-Karoq-17062024-17072024;21388731244;Display;17 Jun 2024;17 Jul 2024;0;0;0
Škoda Akumulator Nov - Dec 2025 (DG) - CPC;23242272630;Demand Gen;10 Nov 2025;30 Dec 2025;2,380,916;36,729;1153.96
YT - Formentor posebni popusti - Views - 17042024-28042024;21209387236;In-stream video;18 Apr 2024;28 Apr 2024;0;0;0
GDN - Cupra Terramar 2024 - Traffic - 31102024-24112024;21857867190;Display;31 Oct 2024;24 Nov 2024;0;0;0
GDN-Cupra-Formentor_nastavak_2024-reach-09122024-27122024;22010431900;Display;9 Dec 2024;27 Dec 2024;0;0;0
Cupra Formentor Jul - Aug 2025 (YT) - CPM;22779402390;In-stream video;11 Jul 2025;31 Aug 2025;5,702,105;4,787;5001.47
Volkswagen Gume Oct - Dec 2025 (PMAX) - CPA;23161140631;Performance Max;20 Oct 2025;7 Dec 2025;1,973,187;21,594;3205.16
POR-Porsche-Seat-SUVs-GDN-NoLink-reach-TOP-GEN-cro-HR-24052023-02062023;20182446463;Display;24 May 2023;2 Jun 2023;0;0;0
Test;20965342239;In-stream video;25 Jan 2024;26 Jan 2024;0;0;0
Seat Gume Mar - Apr 2025 (DG) - CPC;22371337385;Demand Gen;24 Mar 2025;21 Apr 2025;1,664,268;22,090;672.07
Audi Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22390948020;Performance Max;1 Apr 2025;9 May 2025;2,603,453;10,258;1386.92
Audi Q5 E Hybrid Jan-Feb 2026 (YT) - Efficient reach - CPM;23458704888;In-stream video;17 Jan 2026;8 Feb 2026;0;0;0
Finish PIP October - December 2023 (YT) - TrueView -  CPV;20592863939;In-stream video;16 Oct 2023;10 Dec 2023;0;0;0
POR-Porsche-Volkswagen-Tiguan_Allspace-GDN-NoLink-traffic-TOP-GEN-cro-HR-22052023-15062023;20154399105;Display;22 May 2023;15 Jun 2023;0;0;0
POR-Porsche-Volkswagen-id.3-GDN-NoLink-traffic-TOP-GEN-cro-HR-18092023-28092023;20557360311;Display;18 Sept 2023;28 Sept 2023;0;0;0
Volkswagen AE Boost March 2025 (YT) - VVC - CPV;22313291011;In-stream video;5 Mar 2025;30 Mar 2025;2,515,726;2,779;4299.9
POR-Porsche-Seat-SUVs-GVideo-NoLink-views-TOP-GEN-cro-HR-03062023-02062023 - 5sec Tarraco;20174598882;In-stream video;3 Jun 2023;18 Jun 2023;0;0;0
Audi Zupčasti remen Oct - Dec 2025 (PMAX) - CPA;23182802566;Performance Max;27 Oct 2025;14 Dec 2025;826,916;10,513;2264.06
Cupra Formentor PHEV II - May 2025 (PMAX) - CPA;22539651838;Performance Max;9 May 2025;30 May 2025;719,820;6,291;1450.6
POR-Porsche-Volkswagen-VW_poticaji-GDN-NoLink-traffic-TOP-GEN-cro-HR-15112023-24112023;20777980210;Display;15 Nov 2023;27 Nov 2023;0;0;0
Volkswagen Gume Mar - Apr 2025 (DG) - CPC;22360534505;Demand Gen;24 Mar 2025;21 Apr 2025;2,876,998;54,044;1600.54
Volkswagen Servisni paketi - Ulje Apr - May 2025 (DG) - CPC;22418687457;Demand Gen;9 Apr 2025;9 May 2025;2,895,298;33,587;1199.72
Volkswagen Servisni paketi - Ulje Apr - May 2025 (PMAX) - CPA;22428809467;Performance Max;9 Apr 2025;9 May 2025;691,536;17,054;2046.53
GDN - Tarraco - Reach - 20022024-31052024;21039623494;Display;20 Feb 2024;31 May 2024;0;0;0
GDN - Audi A4 PIA - Traffic - 07062024-26062024;21368650681;Display;7 Jun 2024;26 Jun 2024;0;0;0
Audi Gume Mar - Apr 2025 (PMAX) - CPA;22371579791;Performance Max;24 Mar 2025;21 Apr 2025;874,690;12,733;1867.19
Audi Akumulator Nov - Dec 2025 (PMAX) - CPA;23228911136;Performance Max;10 Nov 2025;30 Dec 2025;552,526;11,930;1567.53
Finish Additives Jan - Mar 2025 (YT) - Reach Mix 2.0;22115109963;In-stream video;13 Jan 2025;31 Mar 2025;7,093,415;9,172;8110.71
POR-Porsche-Cupra-Formentor-GVideo-NoLink-views-TOP-GEN-cro-HR-24032023-06042023;19868232909;In-stream video;24 Mar 2023;6 Apr 2023;0;0;0
GDN - Cupra Leon 2024 - Traffic RMKT - 26072024-30092024;21499435119;Display;26 Jul 2024;30 Sept 2024;0;0;0
Seat Zupčasti remen Oct - Dec 2025 (DG) - CPC;23177785397;Demand Gen;27 Oct 2025;31 Dec 2025;3,266,409;49,330;1925.05
POR-Porsche-Skoda-GoogleFeb-Oct-GDN-skoda-traffic-TOP-GEN-cro-HR-08022023-31102023_postprodaja;19757970650;Display;3 Mar 2023;31 Oct 2023;0;0;0
POR-Porsche-Audi-branded_video_kampanja-GVideo-NoLink-views-TOP-GEN-cro-HR-170112024-31012024;20949456676;In-stream video;17 Jan 2024;31 Jan 2024;0;0;0
Finish Reckitt PIP Nov 2025 (YT) - CPV;23204324852;In-stream video;1 Nov 2025;30 Nov 2025;1,599,116;1,451;5491.45
Volkswagen Transporter Apr-May 2025 (YT) - Reach Mix - CPM;22402283892;In-stream video;5 Apr 2025;4 May 2025;4,425,125;6,236;4199.56
Volkswagen Transporter Apr-May 2025 (DN) - CPC;22408558319;Display;5 Apr 2025;4 May 2025;2,652,413;39,807;2283.56
Škoda Servisni paketi - Ulje Apr - May 2025 (PMAX) - CPA;22428892444;Performance Max;9 Apr 2025;9 May 2025;726,271;19,438;1735.38
Škoda Superb May-Jun 2025 (DG) - CPC;22553033214;Demand Gen;15 May 2025;15 Jun 2025;2,426,212;35,223;1199.98
POR-Porsche-Cupra-Formentor-GVideo-NoLink-views-TOP-GEN-cro-HR-07042023-14042023 - rmkt;19896297833;In-stream video;7 Apr 2023;14 Apr 2023;0;0;0
POR-Porsche-Cupra-Leon-GDN-NoLink-traffic-TOP-GEN-cro-HR-05042023-16042023 - rmkt;19934380018;Display;5 Apr 2023;16 Apr 2023;0;0;0
GDN - Formentor posebni popusti nastavak - Reach - 17052024-02062024;21304087621;Display;17 May 2024;2 Jun 2024;0;0;0
Cupra Formentor PHEV - May - Jun 2025 (YT) - CPM;22596525244;In-stream video;23 May 2025;13 Jun 2025;3,625,738;3,786;4597.91
Volkswagen PHEV Jun-Aug 2025 (YT) - Reach Mix - CPM;22718937352;In-stream video;26 Jun 2025;31 Aug 2025;4,491,213;5,801;5361.09
GDN - Seat Ateca Fuerte - Reach - 31052024-13062024;21346935250;Display;31 May 2024;13 Jun 2024;0;0;0
POR-Porsche-Audi-Audi_etron-GDN-NoLink-traffic-TOP-GEN-cro-HR-11112023-24112023;20757835899;Display;11 Nov 2023;24 Nov 2023;0;0;0
GDN - Formentor posebni popusti nastavak - Reach - 17052024-02062024 final;21304173349;Display;17 May 2024;2 Jun 2024;0;0;0
Volkswagen Metlice Oct - Dec 2025 (DG) - CPC;23156738063;Demand Gen;20 Oct 2025;31 Dec 2025;2,142,925;30,601;1247.71
Gvideo/YouTube - Tarraco AO - Reach - 20022024-31052024;21046391941;In-stream video;21 Feb 2024;31 May 2024;0;0;0
Seat Gume Mar - Apr 2025 (PMAX) - CPA;22375110178;Performance Max;24 Mar 2025;21 Apr 2025;618,315;10,063;1258.41
GDN - Seat - Proljetna - 02042024-28042024;21135422637;Display;2 Apr 2024;28 Apr 2024;0;0;0
POR-Porsche-Audi-Audi_Edition10-GVideo-NoLink-reach-TOP-GEN-cro-HR-03032023-19032023;19749019371;In-stream video;3 Mar 2023;19 Mar 2023;0;0;0
Audi Gume Oct - Dec 2025 (DG) - CPC;23151461725;Demand Gen;20 Oct 2025;7 Dec 2025;2,200,927;42,319;1676.57
